Text Slug,,#char,#words,LW #char,2-line #char,max rows,Bal #row,,Min Slope,Lx1 cells,Max Slope,2xH cells,,Graphic text sticker,Magic text Sticker,,OccasionScore0,OccasionScore1,OccasionScore2,OccasionScore3,,Automation,,keyword 1,keyword 2,keyword 3,keyword 4,keyword 5,keyword 6,keyword 7,keyword 8,keyword 9,keyword 10,keyword 11,keyword 12,,
the-best-is-yet-to-be,,21,6,4,10,6,4,,0.14,7,2.00,4,,1,1,,,,,,,No,,,,,,,,,,,,,,,
the-best-is-yet-to-come,,23,6,4,11,6,5,,0.13,8,2.50,5,,1,1,,,,,,,No,,,,,,,,,,,,,,,
the-best-thing-to-hold-onto-in-life-is-each-other,,49,11,5,24,11,8,,0.06,17,4.00,8,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-best-time-is-family-time,,28,6,6,14,6,4,,0.11,10,2.00,4,,0,1,,family,,,,,Yes,,person:all,laughing:all,,,,,,,,,,,,
the-best-year-ever,,18,4,4,9,4,4,,0.17,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-big-one,,11,3,3,5,3,3,,0.27,4,3.00,6,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-bride,,9,2,5,4,2,2,,0.33,3,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
the-bride-and-her-bridesmaids,,29,5,11,14,5,3,,0.10,10,0.75,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
the-cake,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,,wedding,,yes,,cake:all,wedding:all,,,,,,,,,,,,
the-ceremony,,12,2,8,6,2,2,,0.25,4,0.67,2,,1,1,,,,,wedding,,Yes,,exchange of vows,,,,,,,,,,,,,
the-city-by-night,,17,4,5,8,4,3,,0.18,6,1.50,3,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,night life,,,,,,,,,,,,,
the-city-never-sleeps,,21,4,6,10,4,3,,0.14,7,1.50,3,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,night life,,,,,,,,,,,,,
the-college-experience,,22,3,10,11,3,2,,0.14,8,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-crowd-goes-wild,,19,4,5,9,4,4,,0.16,7,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-deeper-you-go-the-better-it-feels,,37,8,6,18,8,5,,0.08,13,2.50,5,,0,1,,,,"travel, family, year-in-review, everyday",,,Yes,,scuba diving,underwater,,,,,,,,,,,,
the-details,,11,2,7,5,2,2,,0.27,4,0.67,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
the-famous-art-trail,,20,4,6,10,4,3,,0.15,7,1.50,3,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,art,art gallery,painting,stained glass,stained wood,statue,sculpture,pottery,,,,,,
the-fastest-way-to-get-around,,29,6,7,14,6,4,,0.10,10,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-first-snowfall,,18,3,8,9,3,2,,0.17,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-first-tooth,,15,3,5,7,3,3,,0.20,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-full-scoop,,14,3,5,7,3,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-funny-faces-have-it,,23,5,5,11,5,4,,0.13,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-future-is-in-our-hands,,26,6,6,13,6,4,,0.12,9,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-gang,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-good-life,,13,3,4,6,3,3,,0.23,5,1.50,3,,0,1,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, baby, birthday, special-celebrations",,,,,Yes,,person:all,laughing:all,,,,,,,,,,,,
the-groom,,9,2,5,4,2,2,,0.33,3,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
the-groom-and-his-groomsmen,,27,5,9,13,5,3,,0.11,9,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
the-hands-in-the-air-challenge,,30,6,9,15,6,3,,0.10,10,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-handsome-groomsmen,,22,3,9,11,3,3,,0.14,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-joy-of-christmas,,20,4,9,10,4,2,,0.15,7,0.67,2,,0,1,,,,"family, year-in-review, seasonal-holidays",,,Yes,,christmas,christmas ornaments,,,,,,,,,,,,
the-life-of-a-middle-schooler,,29,6,8,14,6,3,,0.10,10,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-local-cafe-scene,,20,4,5,10,4,4,,0.15,7,2.00,4,,0,1,,,,,travel,,Yes,,coffee table,cafe,restaurant,,,,,,,,,,,
the-love-of-a-family-is-one-of-lifes-greatest-blessings,,55,11,9,27,11,5,,0.05,19,1.67,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-mountain-snow-report,,24,4,8,12,4,3,,0.13,8,1.00,2,,0,1,,,"travel, family, baby, seasonal-holidays, kids, year-in-review, everyday",,,,Yes,,mountain,snow,,,,,,,,,,,,
the-perfect-gift,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-power-of-teamwork,,21,4,8,10,4,3,,0.14,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-puck-stops-here,,19,4,5,9,4,4,,0.16,7,2.00,4,,0,1,,,,,travel,,Yes,,hockey,,,,,,,,,,,,,
the-slopes-are-calling,,22,4,7,11,4,3,,0.14,8,1.00,2,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, sports-and-hobbies",,Yes,,skiing,snow,snowboarding,snowboard,,,,,,,,,,
the-snow-clearing-crew,,22,4,8,11,4,3,,0.14,8,1.00,2,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids",,Yes,,snowplow,blizzard,,,,,,,,,,,,
the-sounds-of-silence,,21,4,7,10,4,3,,0.14,7,1.00,2,,0,1,,,travel,,,,Yes,,landscape,mountain,mountain range,,,,,,,,,,,
the-spirit-of-the-season,,24,5,6,12,5,4,,0.13,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-story-of-our-love,,21,5,5,10,5,4,,0.14,7,2.00,4,,0,1,,,,,wedding,,yes,,person:all,kissing:all,wedding:all,,,,,,,,,,,
the-sweetest-sound,,18,3,8,9,3,2,,0.17,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-sweetest-thing,,18,3,8,9,3,2,,0.17,6,0.67,2,,0,1,,baby,,,,,Yes,,baby,newborn,,,,,,,,,,,,
the-thrill-of-speed,,19,4,6,9,4,3,,0.16,7,1.50,3,,0,1,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids, sports-and-hobbies",,,Yes,,motorcycle,race car,skiing,,,,,,,,,,,
the-toast,,9,2,5,4,2,2,,0.33,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-tourist-mission,,19,3,7,9,3,3,,0.16,7,1.00,2,,0,1,,travel,,,,,Yes,,person:all,monument:all,,,,,,,,,,,,
the-waiting-game,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-wedding-party,,17,3,7,8,3,3,,0.18,6,1.00,2,,1,1,,,,,wedding,,yes,,groupshot:all,wedding:all,,,,,,,,,,,,
the-wheels-on-the-driveway,,26,5,8,13,5,3,,0.12,9,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-wonder-of-the-holidays,,26,5,8,13,5,3,,0.12,9,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-worlds-best-pool,,20,4,6,10,4,3,,0.15,7,1.50,3,,0,1,,"travel, family, everyday, life-stories, year-in-review, kids, seasonal-holidays",,,,,Yes,,ocean,sea,,,,,,,,,,,,
the-worlds-best-teacher,,23,4,7,11,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
the-worlds-biggest-pool,,23,4,7,11,4,3,,0.13,8,1.00,2,,0,1,,"travel, family, everyday, life-stories, year-in-review, kids, seasonal-holidays",,,,,Yes,,ocean,sea,,,,,,,,,,,,
these-are-the-moments-i-live-for,,32,7,7,16,7,4,,0.09,11,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
theyre-here,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
things-i-love,,13,3,6,6,3,2,,0.23,5,1.00,2,,0,1,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,,,,Yes,,nature,sunrise,sunset,red sky,,,,,,,,,,
third-trimester,,15,2,9,7,2,2,,0.20,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
this-baby-is-portable,,21,4,8,10,4,3,,0.14,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
this-beats-walking,,18,3,7,9,3,3,,0.17,6,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
this-crazy-little-thing-called-love,,35,6,6,17,6,5,,0.09,12,2.50,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
this-gives-meaning-to-life,,26,5,7,13,5,4,,0.12,9,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
this-is-love,,12,3,4,6,3,3,,0.25,4,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
this-is-precisely-what-luscious-looks-like,,42,7,9,21,7,4,,0.07,14,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
this-is-the-life,,16,4,4,8,4,4,,0.19,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
this-makes-me-smile,,19,4,5,9,4,4,,0.16,7,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
this-ring-is-a-token-of-my-love,,31,8,5,15,8,5,,0.10,11,2.50,5,,0,1,,,,,wedding,,No,,ring,,,,,,,,,,,,,
this-was-awesome,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,"travel, family, baby, seasonal-holidays, kids, year-in-review, everyday",,,,Yes,,party,,,,,,,,,,,,,
through-the-stained-glass,,25,4,7,12,4,4,,0.12,9,1.33,3,,0,1,,,,,"travel, year-in-review, family, everyday",,Yes,,stained glass,,,,,,,,,,,,,
till-next-year,,14,3,4,7,3,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
till-the-next-adventure,,23,4,9,11,4,3,,0.13,8,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
time-for-a-getaway,,18,4,7,9,4,3,,0.17,6,1.00,2,,0,1,,,travel,,,,Yes,,person:all,airport:all,,,,,,,,,,,,
time-for-drinks-and-merriment,,29,5,9,14,5,3,,0.10,10,1.00,2,,0,1,,,,,"travel, family, baby-shower, seasonal-holidays, kids, year-in-review, everyday",,Yes,,cocktail,beer bottle,beer,wine bottle,wine,beverage,,,,,,,,
time-for-merriment-and-cheers,,29,5,9,14,5,3,,0.10,10,1.00,2,,0,1,,,,,"travel, family, baby-shower, seasonal-holidays, kids, year-in-review, everyday",,Yes,,cocktail,beer bottle,beer,wine bottle,wine,beverage,,,,,,,,
time-for-some-sun,,17,4,4,8,4,4,,0.18,6,2.00,4,,0,1,,,"travel, family, everyday, life-stories, year-in-review, kids, seasonal-holidays",,,,Yes,,beach:all,sand:all,,,,,,,,,,,,
time-for-some-well-earned-rest-and-relaxation,,45,8,10,22,8,4,,0.07,15,1.00,2,,0,1,,,,"travel, year-in-review, everyday",,,Yes,,beach:all,sand:all,person:all,,,,,,,,,,,
time-to-add-a-little-happy-to-the-hour,,38,9,6,19,9,5,,0.08,13,2.50,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
time-to-celebrate,,17,3,9,8,3,2,,0.18,6,0.67,2,,0,1,,,,,wedding,,yes,,person:all,dancing:all,,,,,,,,,,,,
time-to-hit-the-road,,20,5,4,10,5,4,,0.15,7,2.00,4,,0,1,,,,travel,,,Yes,,road:all,vehicle:all,,,,,,,,,,,,
time-to-party,,13,3,5,6,3,3,,0.23,5,1.50,3,,1,1,,,,"travel, birthday, seasonal-holidays, year-in-review",,,Yes,,cocktail,party,party hat,,,,,,,,,,,
time-to-play,,12,3,4,6,3,3,,0.25,4,1.50,3,,0,1,,"sports-and-hobbies, kids",,,,,Yes,,sport,play,playground,basketball,football,baseball,soccer,,,,,,,
time-together,,13,2,8,6,2,2,,0.23,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
time-with-dad,,13,3,4,6,3,3,,0.23,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
time-with-family,,16,3,6,8,3,3,,0.19,6,1.50,3,,0,1,,family,,,,,Yes,,person:all,laughing:all,,,,,,,,,,,,
tiny-fingers,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,baby,,Yes,,finger:all,baby:all,,,,,,,,,,,,
tmf-too-much-fun,,16,4,4,8,4,4,,0.19,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
to-beautiful-bridesmaids,,24,3,11,12,3,2,,0.13,8,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
to-get-the-full-value-of-joy-you-must-have-someone-to-divide-it-with,,68,15,7,34,15,8,,0.04,23,2.67,6,,0,1,,,,,,,No,,,,,,,,,,,,,,,
to-have-and-to-hold-from-this-day-forward,,41,9,7,20,9,5,,0.07,14,1.67,4,,0,1,,,,,wedding,,Yes,,exchange of vows,,,,,,,,,,,,,
to-love-and-to-cherish,,22,5,7,11,5,3,,0.14,8,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
to-love-laughter-and-happily-ever-after,,39,7,8,19,7,5,,0.08,13,1.67,4,,0,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
to-the-beach,,12,3,5,6,3,2,,0.25,4,1.00,2,,1,1,,,,"travel, year-in-review, everyday",,,Yes,,beach,palm tree,sand,shoreline,,,,,,,,,,
today-a-bride-tomorrow-a-wife-forever-your-little-girl-i-love-you-dad,,69,14,8,34,14,7,,0.04,23,2.33,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
today-is-amazing,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,"travel, year-in-review, everyday",,,,,Yes,,landscape,hiking,skiing,amusement park,sunlight,sunset,mountain range,glacier,theme park,,,,,
today-is-perfect,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,"travel, year-in-review, everyday",,,,,Yes,,landscape,hiking,skiing,amusement park,sunlight,theme park,,,,,,,,
today-is-wonderful,,18,3,9,9,3,2,,0.17,6,0.67,2,,0,1,,"travel, year-in-review, everyday",,,,,Yes,,landscape,hiking,skiing,amusement park,sunlight,theme park,,,,,,,,
together,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
together-forever,,16,2,8,8,2,2,,0.19,6,0.67,2,,1,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
together-we-make-a-family,,25,5,8,12,5,3,,0.12,9,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
togetherness,,12,1,12,n/a,1,1,,0.25,4,0.25,1,,1,1,,family,,,,,Yes,,person:all,kissing:all,,,,,,,,,,,,
too-cute,,8,2,4,4,2,2,,0.38,3,1.00,2,,1,1,,"family, baby, birthday, kids, year-in-review, everyday",,,,,Yes,,baby,kid,child,newborn,,,,,,,,,,
top-destination-spot,,20,3,11,10,3,2,,0.15,7,0.50,1,,0,1,,,,travel,,,Yes,,church,landscape,monument,waterfront,metropolis,pier,landmark,,,,,,,
total-bliss,,11,2,5,5,2,2,,0.27,4,1.00,2,,1,1,,,,,wedding,,yes,,kiss,kissing,,,,,,,,,,,,
touch-down,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,,travel,,Yes,,football,soccer,,,,,,,,,,,,
towering-peaks,,14,2,8,7,2,2,,0.21,5,0.67,2,,0,1,,,,"travel, family, year-in-review, seasonal-holidays, everyday, life-stories, sports-and-hobbies",,,Yes,,mountain,peak,,,,,,,,,,,,
trail-blazers-on-sleds,,22,4,7,11,4,3,,0.14,8,1.00,2,,0,1,,,,,"travel, family, year-in-review, seasonal-holidays, everyday, life-stories, sports-and-hobbies",,Yes,,sled:all,snow:all,,,,,,,,,,,,
trampoline-fever,,16,2,10,8,2,2,,0.19,6,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
travel-addicts,,14,2,7,7,2,2,,0.21,5,0.67,2,,0,1,,travel,,,,,Yes,,person:all,monument:all,,,,,,,,,,,,
traveling-well,,14,2,9,7,2,2,,0.21,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
treasured,,9,1,9,n/a,1,1,,0.33,3,0.33,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
treasured-memories,,18,2,9,9,2,2,,0.17,6,0.67,2,,0,1,,"travel, family, baby, birthday, baby-shower, seasonal-holidays, everyday, life-stories, year-in-review, special-celebrations, kids, special-celebrations",,,,,Yes,,person:all,smile:all,child,,,,,,,,,,,
trick-or-treat,,14,3,5,7,3,3,,0.21,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
trim-the-tree,,13,3,4,6,3,3,,0.23,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
trip-highlight,,14,2,9,7,2,2,,0.21,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
trophy-time,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,travel,,,,,Yes,,trophy,,,,,,,,,,,,,
tropical-paradise,,17,2,8,8,2,2,,0.18,6,0.67,2,,0,1,,,"travel, family, everyday, life-stories, year-in-review, kids, seasonal-holidays",,,,Yes,,beach,palm tree,sand,shoreline,,,,,,,,,,
true-beauty,,11,2,6,5,2,2,,0.27,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
true-friends,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
true-friendship-is-the-greatest-gift,,36,6,10,18,6,4,,0.08,12,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
true-love,,9,2,4,4,2,2,,0.33,3,1.00,2,,1,1,,,,,wedding,,yes,,person:all,kissing:all,,,,,,,,,,,,
true-stories,,12,2,7,6,2,2,,0.25,4,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
truly-madly-deeply,,18,3,6,9,3,3,,0.17,6,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
trust-me-you-can-dance,,22,5,5,11,5,4,,0.14,8,2.00,4,,0,1,,,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday, life-stories, special-celebrations, birthday, baby-shower",,Yes,,dance pose,,,,,,,,,,,,,
tub-time,,8,2,4,4,2,2,,0.38,3,1.00,2,,0,1,,,,"family, baby,  everyday, life-stories, year-in-review",baby,,Yes,,bathtub,,,,,,,,,,,,,
turrets-and-towers,,18,3,7,9,3,3,,0.17,6,1.00,2,,0,1,,,,travel,,,Yes,,castle,tower,,,,,,,,,,,,
tweet-little-one,,16,3,6,8,3,3,,0.19,6,1.50,3,,0,1,,,"family, baby, seasonal-holidays",,,,Yes,,newborn,baby,,,,,,,,,,,,
twelve-amazing-months,,21,3,7,10,3,3,,0.14,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
twinkle,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
two-families-one-happy-day,,26,5,8,13,5,3,,0.12,9,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
underwater-buddies,,18,2,10,9,2,2,,0.17,6,0.50,1,,0,1,,,,,"travel, family, kids, year-in-review, everyday, life-stories, seasonal-holidays",,Yes,,scuba diving,,,,,,,,,,,,,
undisputed-master-of-do-the-right-thing,,39,7,10,19,7,4,,0.08,13,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
unforgettable-memories-for-our-taste-buds,,41,6,13,20,6,3,,0.07,14,0.60,2,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,cake,food,ice cream,pasta,pizza,pie,,,,,,,,
unforgettable-moments,,21,2,13,10,2,2,,0.14,7,0.40,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
until-next-year,,15,3,5,7,3,3,,0.20,5,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
up-down-and-away,,16,4,4,8,4,4,,0.19,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
vacation,,8,1,8,n/a,1,1,,0.38,3,0.33,1,,1,1,,travel,,,,,Yes,,,,,,,,,,,,,,,
vacation-therapy,,16,2,8,8,2,2,,0.19,6,0.67,2,,1,1,,"travel, year-in-review, seasonal-holidays, family",,,,,Yes,,beach,sand,shoreline,,,,,,,,,,,
valentines-day-party,,20,3,10,10,3,2,,0.15,7,0.50,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
vibrant,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,night life,fireworks,,,,,,,,,,,,
vibrant-nightlife,,17,2,9,8,2,2,,0.18,6,0.67,2,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,night life,,,,,,,,,,,,,
victory,,7,1,7,n/a,1,1,,0.43,3,0.33,1,,0,1,,travel,,,,,Yes,,trophy,,,,,,,,,,,,,
view-from-the-top,,17,4,4,8,4,4,,0.18,6,2.00,4,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,aerial view,,,,,,,,,,,,,
volunteering,,12,1,12,n/a,1,1,,0.25,4,0.25,1,,0,1,,,,,,,No,,,,,,,,,,,,,,,
waiting-for-baby,,16,3,7,8,3,2,,0.19,6,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
waiting-for-the-bus,,19,4,7,9,4,3,,0.16,7,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
walk-on-the-wild-side,,21,5,4,10,5,5,,0.14,7,2.50,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
walk-together,,13,2,8,6,2,2,,0.23,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
walking-in-a-winter-wonderland,,30,5,10,15,5,3,,0.10,10,0.75,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
walls-as-canvas,,15,3,6,7,3,3,,0.20,5,1.50,3,,0,1,,,,,"travel, year-in-review, seasonal-holidays, family",,Yes,,painting,art,art gallery,,,,,,,,,,,
waltzing-on-ice,,15,3,8,7,3,2,,0.20,5,0.67,2,,0,1,,,,,"travel, family, year-in-review, seasonal-holidays, everyday, life-stories, sports-and-hobbies",,Yes,,ice skating,,,,,,,,,,,,,
wanderlust,,10,1,10,n/a,1,1,,0.30,4,0.25,1,,1,1,,travel,,,,,Yes,,person:all,monument:all,,,,,,,,,,,,
warmest-wishes,,14,2,7,7,2,2,,0.21,5,0.67,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
water-mania,,11,2,5,5,2,2,,0.27,4,1.00,2,,0,1,,,,,"travel, family, seasonal-holidays, year-in-review, everyday, life-stories, kids",,Yes,,water park,water sports,,,,,,,,,,,,
water-wars,,10,2,5,5,2,2,,0.30,4,1.00,2,,0,1,,,,"travel, family, everyday, life-stories, year-in-review, kids, seasonal-holidays",,,Yes,,kids:all,pool:all,swimming pool:all,water sports:all,,,,,,,,,,
way-to-go,,9,3,3,4,3,3,,0.33,3,3.00,6,,0,1,,,,,,,No,,,,,,,,,,,,,,,
we-are-family,,13,3,6,6,3,2,,0.23,5,1.00,2,,1,1,,,,,,,No,,,,,,,,,,,,,,,
we-are-the-champions,,20,4,9,10,4,2,,0.15,7,0.67,2,,0,1,,travel,,,,,Yes,,trophy,,,,,,,,,,,,,
we-did-it,,9,3,3,4,3,3,,0.33,3,3.00,6,,1,1,,,,,,,No,,,,,,,,,,,,,,,
we-did-start-this-fire,,22,5,5,11,5,4,,0.14,8,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
we-get-around,,13,3,6,6,3,2,,0.23,5,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
we-got-the-checklist-covered,,28,5,9,14,5,3,,0.11,10,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
we-heart-dad,,12,3,5,6,3,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
we-love,,7,2,4,3,2,2,,0.43,3,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
we-love-disney,,14,3,6,7,3,2,,0.21,5,1.00,2,,0,1,,,"family, year-in-review, seasonal-holidays, kids, baby, everyday",,,,Yes,,amusement park,theme park,,,,,,,,,,,,
we-love-you-always,,18,4,6,9,4,3,,0.17,6,1.50,3,,0,1,,"birthday, kids",,,,,Yes,,kid,child,,,,,,,,,,,,
we-made-it,,10,3,4,5,3,2,,0.30,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
we-rock-on-the-field-and-off,,28,7,5,14,7,5,,0.11,10,2.50,5,,0,1,,,,,,,No,,,,,,,,,,,,,,,
wedded-bliss,,12,2,6,6,2,2,,0.25,4,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
wedding-day,,11,2,7,5,2,2,,0.27,4,0.67,2,,0,1,,,,,wedding,,yes,,,,,,,,,,,,,,,
weekends-are-for-barbeques,,26,4,9,13,4,3,,0.12,9,1.00,2,,0,1,,,,,,,No,,,,,,,,,,,,,,,
welcome-little-one,,18,3,7,9,3,3,,0.17,6,1.00,2,,0,1,,,,"family, baby",,,Yes,,newborn,,,,,,,,,,,,,
welcome-sweet-baby,,18,3,7,9,3,3,,0.17,6,1.00,2,,0,1,,,,"family, baby",,,Yes,,newborn,,,,,,,,,,,,,
welcome-to-the-penalty-box,,26,5,7,13,5,4,,0.12,9,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
welcome-to-the-world,,20,4,7,10,4,3,,0.15,7,1.00,2,,1,1,,,,"family, baby",,,Yes,,newborn,,,,,,,,,,,,,
weve-officially-caught-the-travel-bug,,37,6,10,18,6,4,,0.08,13,1.00,2,,0,1,,travel,,,,,Yes,,person:all,monument:all,,,,,,,,,,,,
what-a-great-season,,19,4,6,9,4,3,,0.16,7,1.50,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
what-a-year,,11,3,4,5,3,3,,0.27,4,1.50,3,,1,1,,,,,,,No,,,,,,,,,,,,,,,
what-an-amazing-adventure,,25,4,9,12,4,3,,0.12,9,1.00,2,,0,1,,,"travel, year-in-review, seasonal-holidays, family, sports-and-hobbies",,,,Yes,,cyclist,hiking,kayak,rafting,scuba diving,rock climbing,amusement park,theme park,skiing,snowboard,snowboarding,surfing,,
what-ill-miss-most,,18,4,4,9,4,4,,0.17,6,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
what-we-like-about-school,,25,5,6,12,5,4,,0.12,9,2.00,4,,0,1,,,,,,,No,,,,,,,,,,,,,,,
whats-a-party-without-pizza,,27,5,7,13,5,4,,0.11,9,1.33,3,,0,1,,,,,,,No,,,,,,,,,,,,,,,
